日期,订单号,店铺,商品,商品详情,列1,价格,列2,列3,列4,列5,交易状态3,交易状态2,交易状态1,交易状态4,交易状态5,列11,列12,列13,列14,列15,列16,列17,列18,列19,列20,列21,列22,列23,列24,列25,列26,列27,列28,列29,列30,列31,列32,列33,列34,列35,列36,列37,列38,列39,列40,列41,列42,列43,列44,列45,列46,列47,列48,列49,列50,列51,列52,列53,列54
2022/8/22,订单号: 1651140554415658774,九阳厨具旗舰店,九阳电子秤高精准克称厨房家用 [交易快照],颜色分类：0.1g高精度+5KG大量程+防水+高灵敏【店长推荐】,发货时间：01月25日 14:02前发货,￥199.00,￥55.00,1,违规举报,退运保险,￥55.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/20,订单号: 1648972345190658774,罗妈川味,手搓气泡冰粉1斤商用装 [交易快照],口味：头茬籽半斤（约做40碗送石灰纱布,发货时间：08月22日 15:03前发货,￥26.80,1,申请售后,投诉卖家,￥26.80,(含运费：￥0.00),交易成功,订单详情,花呗账单,查看物流,双方已评,追加评论,再次购买,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/15,订单号: 1644719053995658774,佰盈通讯,佰盈适用oppo reno后盖原装玻璃RenoZ电池盖Reno十倍版后屏原厂 [交易快照],颜色分类：RenoZ紫色后盖[送胶水],￥17.00,1,查看退款,投诉卖家,运费险已赔付,垫付（17.00元）,￥17.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/15,订单号: 1644685431168658774,我的梦想是世界和平,适用于 reno玻璃后盖opporenoZ手机后壳替换reno电池盖外屏原装厂 [交易快照],颜色分类：RenoZ玻璃后盖-星辰紫+辅料[背胶散热辅料齐全],￥34.50,￥24.50,1,投诉卖家,￥24.50,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/15,订单号: 1643942208347658774,旭辉数码,适用于opporeno原装玻璃 RenoZ电池后盖 原10倍变焦后壳 [交易快照],颜色分类：RenoZ【星辰紫】[散热棉+后盖背胶],￥35.00,1,投诉卖家,￥35.00,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/15,订单号: 1644633698871658774,漫花旗舰店,【u先试用】拍下7.9元漫花洗脸巾 [交易快照],包数：1包,￥21.90,￥7.90,1,申请售后,运费险已出单,￥7.90,(含运费：￥0.00),交易成功,订单详情,双方已评,追加评论,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/14,订单号: 1643198484741658774,九阳电器特惠总店,九阳磨粉机杯电动干湿两用S1-M81家用小型打粉超细干磨研磨机中药 [交易快照],颜色分类：褐色（双杯双刀）,￥202.00,￥91.00,1,申请售后,投诉卖家,运费险已出单,￥85.00,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/14,订单号: 1643872118123658774,九阳厨房电器总店,九阳磨粉机小型家用打粉机超细粉碎干磨中药材电动研磨机S1-M81 [交易快照],颜色分类：褐色,￥88.00,1,投诉卖家,退运保险,￥88.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/14,订单号: 1643938573719658774,九阳生活电器旗舰店,九阳多功能家用磨粉机 [交易快照],颜色分类：棕色-双杯款,￥999.00,￥129.90,1,违规举报,退运保险,￥109.62,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/14,订单号: 1643907507150658774,九阳生活电器旗舰店,九阳磨粉机到手低至99.9 [交易快照],颜色分类：秘境黑,￥999.00,￥119.90,1,违规举报,退运保险,￥77.91,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/14,订单号: 1642605348819658774,罗妈川味,手搓气泡冰粉1斤商用装 [交易快照],口味：头茬籽100g（约做16碗送石灰纱布,￥16.80,1,申请售后,投诉卖家,￥16.80,(含运费：￥0.00),交易成功,订单详情,双方已评,追加评论,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/12,订单号: 2816499709714658774,探营者旗舰店,行李箱锁扣配件密码锁海关锁替换 [交易快照],颜色分类：XLN66#左边锁一个,￥25.60,￥12.80,1,违规举报,￥12.42,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/12,订单号: 2817016635211658774,乐何文具,彩色手帐镊子和纸胶带拼贴工具 [交易快照],颜色分类：粉色镊子2把+笔刀+小黄铲,￥13.80,￥12.80,1,查看退款,投诉卖家,￥12.42,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/12,订单号: 2817016635212658774,佳佳文具优选,新品小麻薯胶带整卷球风特油手账 [交易快照],颜色分类：就知道吃第一弹[【5米】]长度：5m,￥13.80,1,申请售后,投诉卖家,￥27.60,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,追加评论,新品小麻薯胶带整卷球风特油手账 [交易快照],颜色分类：就知道吃第二弹[【5米】]长度：5m,￥13.80,1,申请售后,投诉卖家,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/12,订单号: 2817016635215658774,韶光慢手帐店,新品小麻薯胶带手帐全套整卷可爱 [交易快照],颜色分类：巧克力色[大学那些事分装],￥6.50,1,申请售后,投诉卖家,￥6.50,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,追加评论,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/12,订单号: 2817016635216658774,承拓四海办公用品专营店,小麻薯离型本送配套礼盒工具 [交易快照],颜色分类：A4樱花漫漫/送6张贴纸,￥28.30,￥19.80,1,申请售后,￥19.80,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,追加评论,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/12,订单号: 1642275805785658774,mosbo数码旗舰店,蓝光手机 reno无白边原装刚化 [交易快照],适用手机型号：OPPO Reno Z颜色分类：oppo renoZ 全屏钻石【黑色】高清3片,￥15.90,￥12.90,1,申请售后,￥12.90,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,追加评论,征集买家秀【视频+晒图+20字评语】截图联系客服，领取2元红包 [交易快照],￥35.80,￥0.00,1,申请售后,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/12,订单号: 1642182854405658774,佰盈通讯,佰盈适用oppo reno后盖原装玻璃RenoZ电池盖Reno十倍版后屏原厂 [交易快照],颜色分类：RenoZ紫色后盖【原】[完美贴合],￥70.00,1,查看退款,投诉卖家,退运保险,￥70.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/12,订单号: 1642170434985658774,深圳数码电子通讯,oppo Reno后盖 oppo renoz玻璃电池盖 前框中壳 手机外壳卡托背屏 [交易快照],颜色分类：Reno z星云紫玻璃后盖,￥18.00,￥16.20,1,查看退款,投诉卖家,￥16.20,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/12,订单号: 1642221447086658774,卓冠数码店,适用于oppoRenoZ后盖外壳 Renoz电池盖 renoZ原装玻璃后盖黑色 [交易快照],颜色分类：renoZ星辰紫,￥14.00,1,投诉卖家,￥21.58,(含运费：￥8.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/9,订单号: 1637817852267658774,水果素材店,ipad软件app学习goodnotes笔记视频教程not ability素材procreate [交易快照],￥2.58,1,申请售后,投诉卖家,￥2.58,(含运费：￥0.00),交易成功,订单详情,双方已评,追加评论,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/9,订单号: 1638437558957658774,众安保健品专营店,75%酒精消毒液医用伤口杀菌室内 [交易快照],颜色分类：500ml【1瓶】-送棉签+喷头,￥15.60,￥7.80,1,申请售后,运费险已出单,￥6.57,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,追加评论,【赠品】】买家秀征集 [交易快照],￥10.00,￥0.00,1,申请售后,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/8/9,订单号: 1638437702039658774,海氏海诺佳宁专卖店,海氏海诺医疗酒精75度喷雾消毒液 [交易快照],颜色分类：酒精500ml【1瓶】首件送喷瓶,￥29.50,￥8.50,1,违规举报,退运保险,￥6.50,(含运费：￥0.00),交易关闭,订单详情,100ml喷瓶1个 [交易快照],￥9.90,￥0.00,1,违规举报,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/31,订单号: 1631704297077658774,漫花旗舰店,【u先试用】拍下7.9元漫花洗脸巾 [交易快照],包数：1包,￥21.90,￥7.90,1,违规举报,退运保险,￥7.90,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/31,订单号: 1631256746075658774,嫦香诗旗舰店,【清凉软糯·泡泡内裤】 [交易快照],颜色分类：10811奶黄+素雅黑尺码：均码,￥54.00,￥34.90,1,申请售后,运费险已出单,￥34.90,(含运费：￥0.00),交易成功,订单详情,双方已评,追加评论,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/31,订单号: 1631323057508658774,嫦香诗旗舰店,无痕内衣女小胸聚拢夏季薄款无钢圈收副乳大胸显小美背文胸罩夏天 [交易快照],颜色分类：10240黑色-单件尺码：M[【适合75ABC】],￥128.00,￥79.00,1,申请售后,运费险已出单,￥69.00,(含运费：￥0.00),交易成功,订单详情,双方已评,追加评论,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/30,订单号: 1630318333122658774,山东消毒制品总汇,消毒杀菌 环境消毒 皮肤消毒 [交易快照],净含量：500ml套餐类型：套餐一,￥20.00,￥6.80,1,投诉卖家,￥5.60,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/28,订单号: 1629083461928658774,大胃王食品旗舰店,白象方便面袋装韩式火鸡面 [交易快照],口味：速发【5包】白象火鸡面,￥79.90,￥15.90,1,违规举报,￥15.90,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/28,订单号: 1629084613103658774,大胃王食品旗舰店,白象方便面袋装韩式火鸡面 [交易快照],口味：速发【5包】白象火鸡面,￥79.90,￥15.90,1,违规举报,￥15.90,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/28,订单号: 1629083389765658774,大胃王食品旗舰店,白象方便面袋装韩式火鸡面 [交易快照],口味：速发【5包】白象火鸡面,￥79.90,￥15.90,1,申请售后,￥12.90,(含运费：￥0.00),交易成功,订单详情,双方已评,追加评论,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/28,订单号: 1629082489876658774,大胃王食品旗舰店,白象方便面袋装韩式火鸡面 [交易快照],口味：速发【5包】白象火鸡面,￥79.90,￥15.90,1,查看退款,投诉商家,￥12.90,(含运费：￥0.00),交易关闭,订单详情,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/26,订单号: 1626132396201658774,永冠办公用品旗舰店,永冠喷漆遮蔽不残留美纹纸胶带 [交易快照],颜色分类：3.0cm*50m*2卷,￥10.70,￥8.70,1,违规举报,退运保险,￥5.70,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/25,订单号: 1626785475890658774,铭灿办公旗舰店,强力泡沫双面胶高粘度墙面固定 [交易快照],颜色分类：30mm宽*4米长*3mm厚【4卷】,￥16.80,￥9.80,1,违规举报,￥7.80,(含运费：￥0.00),交易关闭,订单详情,【5张晒图+推荐+视频】截图联系客服，领取2元红包，每个ID限一次 [交易快照],￥2.00,￥0.00,1,违规举报,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/25,订单号: 1626700045209658774,先声再康大药房旗舰店,康王 复方酮康唑发用洗剂 100ml/盒头皮屑真菌感染瘙痒头皮糠疹溢脂性皮炎正品去屑药品拜耳康王药用洗发水 [交易快照],套餐类型：标准装,￥67.00,￥39.00,1,违规举报,￥39.00,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/24,订单号: 1624352448224658774,磁匠旗舰店,强力磁铁圆形纽扣直径5-25mm [交易快照],颜色分类：【高品质强磁】直径25x厚10毫米（2个）,￥44.00,￥22.00,1,违规举报,￥19.00,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/24,订单号: 1624352196458658774,新乐磁业,超大号圆形强力磁铁高强钕铁硼磁王超强磁力吸铁石钕铷汝磁石磁钢 [交易快照],颜色分类：D25x10mm(3个),￥39.00,￥23.00,1,投诉卖家,￥23.00,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/24,订单号: 1624351188458658774,简酷旗舰店,大尺寸 圆形强力磁铁 一件包邮 [交易快照],颜色分类：D25x10mm(1个),￥50.00,￥10.00,1,申请售后,￥7.00,(含运费：￥0.00),交易成功,订单详情,双方已评,追加评论,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/24,订单号: 1625016146949658774,健美创研旗舰店,【佳埼推荐】3包加大加厚洗脸巾 [交易快照],颜色分类：3包装-加厚款珍珠纹50片,￥38.00,￥15.80,1,申请售后,运费险已出单,￥15.80,(含运费：￥0.00),交易成功,订单详情,双方已评,追加评论,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/23,订单号: 1624884637239658774,味小二食品店,利人奇亚籽坚果代餐藕粉羹 [交易快照],口味：一罐【送杯勺】奇亚籽藕粉,￥24.88,￥19.90,1,投诉卖家,￥17.90,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/21,订单号: 1622954642723658774,漫花旗舰店,漫花家用实惠装24大卷有芯卷纸 [交易快照],套餐类型：套餐四,￥19.90,￥14.90,1,申请售后,运费险已出单,￥9.90,(含运费：￥0.00),交易成功,订单详情,双方已评,追加评论,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/21,订单号: 1623075459465658774,漫花旗舰店,漫花无芯卷纸家用实惠30卷6斤装 [交易快照],套餐类型：套餐一,￥19.90,￥16.99,1,查看退款,投诉商家,退运保险,￥9.99,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/16,订单号: 1618495574482658774,春琳百货,免打孔纸巾盒挂壁式抽纸盒家用厨房客厅餐厅卧室壁挂式纸巾收纳盒 [交易快照],颜色分类：白色2个,￥19.80,￥9.50,1,申请售后,投诉卖家,￥8.22,(含运费：￥0.00),交易成功,订单详情,双方已评,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/16,订单号: 1618494998820658774,天天特卖工厂店,免打孔卫生间纸巾盒防水厕所抽纸卷纸盒洗手间收纳浴室置物架壁挂 [交易快照],颜色分类：【组合装】大号白色-【2个装】,本品由义乌市沐涵日用百货有限公司售卖,￥14.85,￥9.90,1,违规举报,退运保险,￥9.90,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/13,订单号: 1615150236360658774,麻姑旗舰店,正宗江西特产包邮老字号麻姑米粉 [交易快照],口味：麻姑1.66mm中粗四斤,￥23.00,1,申请售后,￥23.00,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/13,订单号: 1615956819310658774,迈诚食品,嘻螺会广西柳州螺蛳粉 [交易快照],口味：嘻螺会300g*5袋,￥28.50,1,查看退款,投诉卖家,￥24.50,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/13,订单号: 1615956819311658774,麻姑旗舰店,正宗江西特产包邮老字号麻姑米粉 [交易快照],口味：麻姑1.66mm中粗四斤,￥23.00,1,查看退款,投诉商家,￥23.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/13,订单号: 1615955235485658774,春田花花特产,嘻螺会柳州螺蛳粉网红鲜香辣爽烫 [交易快照],口味：【暴赞推荐】300*5袋,￥57.00,￥28.50,1,查看退款,投诉卖家,退运保险,￥23.50,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/12,订单号: 1614418466608658774,洁柔浩久专卖店,洁柔抽纸可湿水家用实惠整箱批发 [交易快照],套餐类型：套餐五,￥59.90,￥18.90,1,申请售后,￥10.90,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,现金红包买家秀征集 [交易快照],￥999.00,￥0.00,1,申请售后,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/11,订单号: 1613931205638658774,大胃王食品旗舰店,方便面泡面来一桶整箱12正宗夜宵 [交易快照],口味：【3桶】红烧牛肉,￥79.00,￥22.90,1,违规举报,￥12.90,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/11,订单号: 1613926995540658774,大胃王食品旗舰店,白象大辣娇火鸡面韩式风味 [交易快照],口味：【5包】白象火鸡面,￥99.00,￥15.90,1,申请售后,￥12.90,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/9,订单号: 1612518529820658774,大集汇旗舰店,苹果8plus气囊钢化膜iPhone7手机膜8防窥7plus全屏覆盖8p全包边7p八6p六6splus防摔6s蓝光6 [交易快照],适用手机型号：iPhone8plus颜色分类：白色【高清】黑科技气囊抗摔膜*不碎边【3片装】送后膜+镜头膜,￥88.00,￥25.80,1,申请售后,￥25.03,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/8,订单号: 1611438782716658774,傲娇嫩小排,保税仓直发~资生堂 新版男士护肤洁面乳125ml深层清洁洗面奶 控油 [交易快照],￥120.00,1,申请售后,投诉卖家,￥115.21,(含运费：￥0.00,进口税：￥9.61),交易成功,订单详情,花呗账单,双方已评,上传身份证,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/7,订单号: 1609724820470658774,潮兴泰数码,适用苹果7代主板螺丝 7P 8代机身螺丝 iPhone8Plus内部螺丝超螺 [交易快照],颜色分类：8P（整套螺丝）,￥2.00,1,申请售后,投诉卖家,￥2.00,(含运费：￥0.00),交易成功,订单详情,双方已评,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/7/7,订单号: 1609607136553658774,潮兴泰数码,适用苹果8代开机排线闪光灯 iPhone8Plus静音键排线音量加减键 8P [交易快照],颜色分类：8P（原装拆机）,￥18.00,1,申请售后,投诉卖家,￥18.00,(含运费：￥0.00),交易成功,订单详情,双方已评,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
